x [ft],Axial [lbf],Shear [lbf],Moment [lbf.ft],Deflection [m]
6.926,0,-300.0,-877.677,0.0
6.926,0,-300.0,-877.766,0.0
6.926,0,-300.0,-877.855,0.0
6.926,0,-300.0,-877.944,0.0
6.927,0,-300.0,-878.033,0.0
6.927,0,-300.0,-878.121,0.0
6.927,0,-300.0,-878.21,0.0
6.928,0,-300.0,-878.299,0.0
6.928,0,-300.0,-878.388,0.0
6.928,0,-300.0,-878.477,0.0
6.929,0,-300.0,-878.566,0.0
6.929,0,-300.0,-878.655,0.0
6.929,0,-300.0,-878.744,0.0
6.929,0,-300.0,-878.833,0.0
6.93,0,-300.0,-878.921,0.0
6.93,0,-300.0,-879.01,0.0
6.93,0,-300.0,-879.099,0.0
6.931,0,-300.0,-879.188,0.0
6.931,0,-300.0,-879.277,0.0
6.931,0,-300.0,-879.366,0.0
6.932,0,-300.0,-879.455,0.0
6.932,0,-300.0,-879.544,0.0
6.932,0,-300.0,-879.633,0.0
6.932,0,-300.0,-879.721,0.0
6.933,0,-300.0,-879.81,0.0
6.933,0,-300.0,-879.899,0.0
6.933,0,-300.0,-879.988,0.0
6.934,0,-300.0,-880.077,0.0
6.934,0,-300.0,-880.166,0.0
6.934,0,-300.0,-880.255,0.0
6.934,0,-300.0,-880.344,0.0
6.935,0,-300.0,-880.433,0.0
6.935,0,-300.0,-880.522,0.0
6.935,0,-300.0,-880.61,0.0
6.936,0,-300.0,-880.699,0.0
6.936,0,-300.0,-880.788,0.0
6.936,0,-300.0,-880.877,0.0
6.937,0,-300.0,-880.966,0.0
6.937,0,-300.0,-881.055,0.0
6.937,0,-300.0,-881.144,0.0
6.937,0,-300.0,-881.233,0.0
6.938,0,-300.0,-881.322,0.0
6.938,0,-300.0,-881.41,0.0
6.938,0,-300.0,-881.499,0.0
6.939,0,-300.0,-881.588,0.0
6.939,0,-300.0,-881.677,0.0
6.939,0,-300.0,-881.766,0.0
6.94,0,-300.0,-881.855,0.0
6.94,0,-300.0,-881.944,0.0
6.94,0,-300.0,-882.033,0.0
6.94,0,-300.0,-882.122,0.0
6.941,0,-300.0,-882.21,0.0
6.941,0,-300.0,-882.299,0.0
6.941,0,-300.0,-882.388,0.0
6.942,0,-300.0,-882.477,0.0
6.942,0,-300.0,-882.566,0.0
6.942,0,-300.0,-882.655,0.0
6.942,0,-300.0,-882.744,0.0
6.943,0,-300.0,-882.833,0.0
6.943,0,-300.0,-882.922,0.0
6.943,0,-300.0,-883.01,0.0
6.944,0,-300.0,-883.099,0.0
6.944,0,-300.0,-883.188,0.0
6.944,0,-300.0,-883.277,0.0
6.945,0,-300.0,-883.366,0.0
6.945,0,-300.0,-883.455,0.0
6.945,0,-300.0,-883.544,0.0
6.945,0,-300.0,-883.633,0.0
6.946,0,-300.0,-883.722,0.0
6.946,0,-300.0,-883.811,0.0
6.946,0,-300.0,-883.899,0.0
6.947,0,-300.0,-883.988,0.0
6.947,0,-300.0,-884.077,0.0
6.947,0,-300.0,-884.166,0.0
6.948,0,-300.0,-884.255,0.0
6.948,0,-300.0,-884.344,0.0
6.948,0,-300.0,-884.433,0.0
6.948,0,-300.0,-884.522,0.0
6.949,0,-300.0,-884.611,0.0
6.949,0,-300.0,-884.699,0.0
6.949,0,-300.0,-884.788,0.0
6.95,0,-300.0,-884.877,0.0
6.95,0,-300.0,-884.966,0.0
6.95,0,-300.0,-885.055,0.0
6.95,0,-300.0,-885.144,0.0
6.951,0,-300.0,-885.233,0.0
6.951,0,-300.0,-885.322,0.0
6.951,0,-300.0,-885.411,0.0
6.952,0,-300.0,-885.499,0.0
6.952,0,-300.0,-885.588,0.0
6.952,0,-300.0,-885.677,0.0
6.953,0,-300.0,-885.766,0.0
6.953,0,-300.0,-885.855,0.0
6.953,0,-300.0,-885.944,0.0
6.953,0,-300.0,-886.033,0.0
6.954,0,-300.0,-886.122,0.0
6.954,0,-300.0,-886.211,0.0
6.954,0,-300.0,-886.299,0.0
6.955,0,-300.0,-886.388,0.0
6.955,0,-300.0,-886.477,0.0
6.955,0,-300.0,-886.566,0.0
6.956,0,-300.0,-886.655,0.0
6.956,0,-300.0,-886.744,0.0
6.956,0,-300.0,-886.833,0.0
6.956,0,-300.0,-886.922,0.0
6.957,0,-300.0,-887.011,0.0
6.957,0,-300.0,-887.1,0.0
6.957,0,-300.0,-887.188,0.0
6.958,0,-300.0,-887.277,0.0
6.958,0,-300.0,-887.366,0.0
6.958,0,-300.0,-887.455,0.0
6.958,0,-300.0,-887.544,0.0
6.959,0,-300.0,-887.633,0.0
6.959,0,-300.0,-887.722,0.0
6.959,0,-300.0,-887.811,0.0
6.96,0,-300.0,-887.9,0.0
6.96,0,-300.0,-887.988,0.0
6.96,0,-300.0,-888.077,0.0
6.961,0,-300.0,-888.166,0.0
6.961,0,-300.0,-888.255,0.0
6.961,0,-300.0,-888.344,0.0
6.961,0,-300.0,-888.433,0.0
6.962,0,-300.0,-888.522,0.0
6.962,0,-300.0,-888.611,0.0
6.962,0,-300.0,-888.7,0.0
6.963,0,-300.0,-888.788,0.0
6.963,0,-300.0,-888.877,0.0
6.963,0,-300.0,-888.966,0.0
6.964,0,-300.0,-889.055,0.0
6.964,0,-300.0,-889.144,0.0
6.964,0,-300.0,-889.233,0.0
6.964,0,-300.0,-889.322,0.0
6.965,0,-300.0,-889.411,0.0
6.965,0,-300.0,-889.5,0.0
6.965,0,-300.0,-889.589,0.0
6.966,0,-300.0,-889.677,0.0
6.966,0,-300.0,-889.766,0.0
6.966,0,-300.0,-889.855,0.0
6.966,0,-300.0,-889.944,0.0
6.967,0,-300.0,-890.033,0.0
6.967,0,-300.0,-890.122,0.0
6.967,0,-300.0,-890.211,0.0
6.968,0,-300.0,-890.3,0.0
6.968,0,-300.0,-890.389,0.0
6.968,0,-300.0,-890.477,0.0
6.969,0,-300.0,-890.566,0.0
6.969,0,-300.0,-890.655,0.0
6.969,0,-300.0,-890.744,0.0
6.969,0,-300.0,-890.833,0.0
6.97,0,-300.0,-890.922,0.0
6.97,0,-300.0,-891.011,0.0
6.97,0,-300.0,-891.1,0.0
6.971,0,-300.0,-891.189,0.0
6.971,0,-300.0,-891.277,0.0
6.971,0,-300.0,-891.366,0.0
6.972,0,-300.0,-891.455,0.0
6.972,0,-300.0,-891.544,0.0
6.972,0,-300.0,-891.633,0.0
6.972,0,-300.0,-891.722,0.0
6.973,0,-300.0,-891.811,0.0
6.973,0,-300.0,-891.9,0.0
6.973,0,-300.0,-891.989,0.0
6.974,0,-300.0,-892.077,0.0
6.974,0,-300.0,-892.166,0.0
6.974,0,-300.0,-892.255,0.0
6.974,0,-300.0,-892.344,0.0
6.975,0,-300.0,-892.433,0.0
6.975,0,-300.0,-892.522,0.0
6.975,0,-300.0,-892.611,0.0
6.976,0,-300.0,-892.7,0.0
6.976,0,-300.0,-892.789,0.0
6.976,0,-300.0,-892.878,0.0
6.977,0,-300.0,-892.966,0.0
6.977,0,-300.0,-893.055,0.0
6.977,0,-300.0,-893.144,0.0
6.977,0,-300.0,-893.233,0.0
6.978,0,-300.0,-893.322,0.0
6.978,0,-300.0,-893.411,0.0
6.978,0,-300.0,-893.5,0.0
6.979,0,-300.0,-893.589,0.0
6.979,0,-300.0,-893.678,0.0
6.979,0,-300.0,-893.766,0.0
6.98,0,-300.0,-893.855,0.0
6.98,0,-300.0,-893.944,0.0
6.98,0,-300.0,-894.033,0.0
6.98,0,-300.0,-894.122,0.0
6.981,0,-300.0,-894.211,0.0
6.981,0,-300.0,-894.3,0.0
6.981,0,-300.0,-894.389,0.0
6.982,0,-300.0,-894.478,0.0
6.982,0,-300.0,-894.566,0.0
6.982,0,-300.0,-894.655,0.0
6.982,0,-300.0,-894.744,0.0
6.983,0,-300.0,-894.833,0.0
6.983,0,-300.0,-894.922,0.0
6.983,0,-300.0,-895.011,0.0
6.984,0,-300.0,-895.1,0.0
6.984,0,-300.0,-895.189,0.0
6.984,0,-300.0,-895.278,0.0
6.985,0,-300.0,-895.366,0.0
6.985,0,-300.0,-895.455,0.0
6.985,0,-300.0,-895.544,0.0
6.985,0,-300.0,-895.633,0.0
6.986,0,-300.0,-895.722,0.0
6.986,0,-300.0,-895.811,0.0
6.986,0,-300.0,-895.9,0.0
6.987,0,-300.0,-895.989,0.0
6.987,0,-300.0,-896.078,0.0
6.987,0,-300.0,-896.167,0.0
6.988,0,-300.0,-896.255,0.0
6.988,0,-300.0,-896.344,0.0
6.988,0,-300.0,-896.433,0.0
6.988,0,-300.0,-896.522,0.0
6.989,0,-300.0,-896.611,0.0
6.989,0,-300.0,-896.7,0.0
6.989,0,-300.0,-896.789,0.0
6.99,0,-300.0,-896.878,0.0
6.99,0,-300.0,-896.967,0.0
6.99,0,-300.0,-897.055,0.0
6.99,0,-300.0,-897.144,0.0
6.991,0,-300.0,-897.233,0.0
6.991,0,-300.0,-897.322,0.0
6.991,0,-300.0,-897.411,0.0
6.992,0,-300.0,-897.5,0.0
6.992,0,-300.0,-897.589,0.0
6.992,0,-300.0,-897.678,0.0
6.993,0,-300.0,-897.767,0.0
6.993,0,-300.0,-897.855,0.0
6.993,0,-300.0,-897.944,0.0
6.993,0,-300.0,-898.033,0.0
6.994,0,-300.0,-898.122,0.0
6.994,0,-300.0,-898.211,0.0
6.994,0,-300.0,-898.3,0.0
6.995,0,-300.0,-898.389,0.0
6.995,0,-300.0,-898.478,0.0
6.995,0,-300.0,-898.567,0.0
6.996,0,-300.0,-898.656,0.0
6.996,0,-300.0,-898.744,0.0
6.996,0,-300.0,-898.833,0.0
6.996,0,-300.0,-898.922,0.0
6.997,0,-300.0,-899.011,0.0
6.997,0,-300.0,-899.1,0.0
6.997,0,-300.0,-899.189,0.0
6.998,0,-300.0,-899.278,0.0
6.998,0,-300.0,-899.367,0.0
6.998,0,-300.0,-899.456,0.0
6.998,0,-300.0,-899.544,0.0
6.999,0,-300.0,-899.633,0.0
6.999,0,-300.0,-899.722,0.0
6.999,0,-300.0,-899.811,0.0
7.0,0,-300.0,-899.9,0.0
7.0,0,-300.0,-899.989,0.0
7.0,0,-300.0,299.922,0.0
7.001,0,-300.0,299.833,0.0
7.001,0,-300.0,299.744,0.0
7.001,0,-300.0,299.656,0.0
7.001,0,-300.0,299.567,0.0
7.002,0,-300.0,299.478,0.0
7.002,0,-300.0,299.389,0.0
7.002,0,-300.0,299.3,0.0
7.003,0,-300.0,299.211,0.0
7.003,0,-300.0,299.122,0.0
7.003,0,-300.0,299.033,0.0
7.004,0,-300.0,298.944,0.0
7.004,0,-300.0,298.856,0.0
7.004,0,-300.0,298.767,0.0
7.004,0,-300.0,298.678,0.0
7.005,0,-300.0,298.589,0.0
7.005,0,-300.0,298.5,0.0
7.005,0,-300.0,298.411,0.0
7.006,0,-300.0,298.322,0.0
7.006,0,-300.0,298.233,0.0
7.006,0,-300.0,298.144,0.0
7.006,0,-300.0,298.055,0.0
7.007,0,-300.0,297.967,0.0
7.007,0,-300.0,297.878,0.0
7.007,0,-300.0,297.789,0.0
7.008,0,-300.0,297.7,0.0
7.008,0,-300.0,297.611,0.0
7.008,0,-300.0,297.522,0.0
7.009,0,-300.0,297.433,0.0
7.009,0,-300.0,297.344,0.0
7.009,0,-300.0,297.255,0.0
7.009,0,-300.0,297.167,0.0
7.01,0,-300.0,297.078,0.0
7.01,0,-300.0,296.989,0.0
7.01,0,-300.0,296.9,0.0
7.011,0,-300.0,296.811,0.0
7.011,0,-300.0,296.722,0.0
7.011,0,-300.0,296.633,0.0
7.012,0,-300.0,296.544,0.0
7.012,0,-300.0,296.455,0.0
7.012,0,-300.0,296.367,0.0
7.012,0,-300.0,296.278,0.0
7.013,0,-300.0,296.189,0.0
7.013,0,-300.0,296.1,0.0
7.013,0,-300.0,296.011,0.0
7.014,0,-300.0,295.922,0.0
7.014,0,-300.0,295.833,0.0
7.014,0,-300.0,295.744,0.0
7.014,0,-300.0,295.655,0.0
7.015,0,-300.0,295.567,0.0
7.015,0,-300.0,295.478,0.0
7.015,0,-300.0,295.389,0.0
7.016,0,-300.0,295.3,0.0
7.016,0,-300.0,295.211,0.0
7.016,0,-300.0,295.122,0.0
7.017,0,-300.0,295.033,0.0
7.017,0,-300.0,294.944,0.0
7.017,0,-300.0,294.855,0.0
7.017,0,-300.0,294.766,0.0
7.018,0,-300.0,294.678,0.0
7.018,0,-300.0,294.589,0.0
7.018,0,-300.0,294.5,0.0
7.019,0,-300.0,294.411,0.0
7.019,0,-300.0,294.322,0.0
7.019,0,-300.0,294.233,0.0
7.02,0,-300.0,294.144,0.0
7.02,0,-300.0,294.055,0.0
7.02,0,-300.0,293.966,0.0
7.02,0,-300.0,293.878,0.0
7.021,0,-300.0,293.789,0.0
7.021,0,-300.0,293.7,0.0
7.021,0,-300.0,293.611,0.0
7.022,0,-300.0,293.522,0.0
7.022,0,-300.0,293.433,0.0
7.022,0,-300.0,293.344,0.0
7.022,0,-300.0,293.255,0.0
7.023,0,-300.0,293.166,0.0
7.023,0,-300.0,293.078,0.0
7.023,0,-300.0,292.989,0.0
7.024,0,-300.0,292.9,0.0
7.024,0,-300.0,292.811,0.0
7.024,0,-300.0,292.722,0.0
7.025,0,-300.0,292.633,0.0
7.025,0,-300.0,292.544,0.0
7.025,0,-300.0,292.455,0.0
7.025,0,-300.0,292.366,0.0
7.026,0,-300.0,292.277,0.0
7.026,0,-300.0,292.189,0.0
7.026,0,-300.0,292.1,0.0
7.027,0,-300.0,292.011,0.0
7.027,0,-300.0,291.922,0.0
7.027,0,-300.0,291.833,0.0
7.028,0,-300.0,291.744,0.0
7.028,0,-300.0,291.655,0.0
7.028,0,-300.0,291.566,0.0
7.028,0,-300.0,291.477,0.0
7.029,0,-300.0,291.389,0.0
7.029,0,-300.0,291.3,0.0
7.029,0,-300.0,291.211,0.0
7.03,0,-300.0,291.122,0.0
7.03,0,-300.0,291.033,0.0
7.03,0,-300.0,290.944,0.0
7.03,0,-300.0,290.855,0.0
7.031,0,-300.0,290.766,0.0
7.031,0,-300.0,290.677,0.0
7.031,0,-300.0,290.589,0.0
7.032,0,-300.0,290.5,0.0
7.032,0,-300.0,290.411,0.0
7.032,0,-300.0,290.322,0.0
7.033,0,-300.0,290.233,0.0
7.033,0,-300.0,290.144,0.0
7.033,0,-300.0,290.055,0.0
7.033,0,-300.0,289.966,0.0
7.034,0,-300.0,289.877,0.0
7.034,0,-300.0,289.789,0.0
7.034,0,-300.0,289.7,0.0
7.035,0,-300.0,289.611,0.0
7.035,0,-300.0,289.522,0.0
7.035,0,-300.0,289.433,0.0
7.036,0,-300.0,289.344,0.0
7.036,0,-300.0,289.255,0.0
7.036,0,-300.0,289.166,0.0
7.036,0,-300.0,289.077,0.0
7.037,0,-300.0,288.988,0.0
7.037,0,-300.0,288.9,0.0
7.037,0,-300.0,288.811,0.0
7.038,0,-300.0,288.722,0.0
7.038,0,-300.0,288.633,0.0
7.038,0,-300.0,288.544,0.0
7.038,0,-300.0,288.455,0.0
7.039,0,-300.0,288.366,0.0
7.039,0,-300.0,288.277,0.0
7.039,0,-300.0,288.188,0.0
7.04,0,-300.0,288.1,0.0
7.04,0,-300.0,288.011,0.0
7.04,0,-300.0,287.922,0.0
7.041,0,-300.0,287.833,0.0
7.041,0,-300.0,287.744,0.0
7.041,0,-300.0,287.655,0.0
7.041,0,-300.0,287.566,0.0
7.042,0,-300.0,287.477,0.0
7.042,0,-300.0,287.388,0.0
7.042,0,-300.0,287.3,0.0
7.043,0,-300.0,287.211,0.0
7.043,0,-300.0,287.122,0.0
7.043,0,-300.0,287.033,0.0
7.044,0,-300.0,286.944,0.0
7.044,0,-300.0,286.855,0.0
7.044,0,-300.0,286.766,0.0
7.044,0,-300.0,286.677,0.0
7.045,0,-300.0,286.588,0.0
7.045,0,-300.0,286.499,0.0
7.045,0,-300.0,286.411,0.0
7.046,0,-300.0,286.322,0.0
7.046,0,-300.0,286.233,0.0
7.046,0,-300.0,286.144,0.0
7.046,0,-300.0,286.055,0.0
7.047,0,-300.0,285.966,0.0
7.047,0,-300.0,285.877,0.0
7.047,0,-300.0,285.788,0.0
7.048,0,-300.0,285.699,0.0
7.048,0,-300.0,285.611,0.0
7.048,0,-300.0,285.522,0.0
7.049,0,-300.0,285.433,0.0
7.049,0,-300.0,285.344,0.0
7.049,0,-300.0,285.255,0.0
7.049,0,-300.0,285.166,0.0
7.05,0,-300.0,285.077,0.0
7.05,0,-300.0,284.988,0.0
7.05,0,-300.0,284.899,0.0
7.051,0,-300.0,284.811,0.0
7.051,0,-300.0,284.722,0.0
7.051,0,-300.0,284.633,0.0
7.052,0,-300.0,284.544,0.0
7.052,0,-300.0,284.455,0.0
7.052,0,-300.0,284.366,0.0
7.052,0,-300.0,284.277,0.0
7.053,0,-300.0,284.188,0.0
7.053,0,-300.0,284.099,0.0
7.053,0,-300.0,284.011,0.0
7.054,0,-300.0,283.922,0.0
7.054,0,-300.0,283.833,0.0
7.054,0,-300.0,283.744,0.0
7.054,0,-300.0,283.655,0.0
7.055,0,-300.0,283.566,0.0
7.055,0,-300.0,283.477,0.0
7.055,0,-300.0,283.388,0.0
7.056,0,-300.0,283.299,0.0
7.056,0,-300.0,283.21,0.0
7.056,0,-300.0,283.122,0.0
7.057,0,-300.0,283.033,0.0
7.057,0,-300.0,282.944,0.0
7.057,0,-300.0,282.855,0.0
7.057,0,-300.0,282.766,0.0
7.058,0,-300.0,282.677,0.0
7.058,0,-300.0,282.588,0.0
7.058,0,-300.0,282.499,0.0
7.059,0,-300.0,282.41,0.0
7.059,0,-300.0,282.322,0.0
7.059,0,-300.0,282.233,0.0
7.06,0,-300.0,282.144,0.0
7.06,0,-300.0,282.055,0.0
7.06,0,-300.0,281.966,0.0
7.06,0,-300.0,281.877,0.0
7.061,0,-300.0,281.788,0.0
7.061,0,-300.0,281.699,0.0
7.061,0,-300.0,281.61,0.0
7.062,0,-300.0,281.522,0.0
7.062,0,-300.0,281.433,0.0
7.062,0,-300.0,281.344,0.0
7.062,0,-300.0,281.255,0.0
7.063,0,-300.0,281.166,0.0
7.063,0,-300.0,281.077,0.0
7.063,0,-300.0,280.988,0.0
7.064,0,-300.0,280.899,0.0
7.064,0,-300.0,280.81,0.0
7.064,0,-300.0,280.722,0.0
7.065,0,-300.0,280.633,0.0
7.065,0,-300.0,280.544,0.0
7.065,0,-300.0,280.455,0.0
7.065,0,-300.0,280.366,0.0
7.066,0,-300.0,280.277,0.0
7.066,0,-300.0,280.188,0.0
7.066,0,-300.0,280.099,0.0
7.067,0,-300.0,280.01,0.0
7.067,0,-300.0,279.921,0.0
7.067,0,-300.0,279.833,0.0
7.068,0,-300.0,279.744,0.0
7.068,0,-300.0,279.655,0.0
7.068,0,-300.0,279.566,0.0
7.068,0,-300.0,279.477,0.0
7.069,0,-300.0,279.388,0.0
7.069,0,-300.0,279.299,0.0
7.069,0,-300.0,279.21,0.0
7.07,0,-300.0,279.121,0.0
7.07,0,-300.0,279.033,0.0
7.07,0,-300.0,278.944,0.0
7.07,0,-300.0,278.855,0.0
7.071,0,-300.0,278.766,0.0
7.071,0,-300.0,278.677,0.0
7.071,0,-300.0,278.588,0.0
7.072,0,-300.0,278.499,0.0
7.072,0,-300.0,278.41,0.0
7.072,0,-300.0,278.321,0.0
7.073,0,-300.0,278.233,0.0
7.073,0,-300.0,278.144,0.0
7.073,0,-300.0,278.055,0.0
7.073,0,-300.0,277.966,0.0
7.074,0,-300.0,277.877,0.0
7.074,0,-300.0,277.788,0.0
7.074,0,-300.0,277.699,0.0
7.075,0,-300.0,277.61,0.0
7.075,0,-300.0,277.521,0.0
7.075,0,-300.0,277.432,0.0
7.076,0,-300.0,277.344,0.0
7.076,0,-300.0,277.255,0.0
7.076,0,-300.0,277.166,0.0
7.076,0,-300.0,277.077,0.0
7.077,0,-300.0,276.988,0.0
7.077,0,-300.0,276.899,0.0
7.077,0,-300.0,276.81,0.0
7.078,0,-300.0,276.721,0.0
7.078,0,-300.0,276.632,0.0
7.078,0,-300.0,276.544,0.0
7.078,0,-300.0,276.455,0.0
7.079,0,-300.0,276.366,0.0
7.079,0,-300.0,276.277,0.0
7.079,0,-300.0,276.188,0.0
7.08,0,-300.0,276.099,0.0
7.08,0,-300.0,276.01,0.0
7.08,0,-300.0,275.921,0.0
7.081,0,-300.0,275.832,0.0
7.081,0,-300.0,275.744,0.0
7.081,0,-300.0,275.655,0.0
7.081,0,-300.0,275.566,0.0
7.082,0,-300.0,275.477,0.0
7.082,0,-300.0,275.388,0.0
7.082,0,-300.0,275.299,0.0
7.083,0,-300.0,275.21,0.0
7.083,0,-300.0,275.121,0.0
7.083,0,-300.0,275.032,0.0
7.084,0,-300.0,274.944,0.0
7.084,0,-300.0,274.855,0.0
7.084,0,-300.0,274.766,0.0
7.084,0,-300.0,274.677,0.0
7.085,0,-300.0,274.588,0.0
7.085,0,-300.0,274.499,0.0
7.085,0,-300.0,274.41,0.0
7.086,0,-300.0,274.321,0.0
7.086,0,-300.0,274.232,0.0
7.086,0,-300.0,274.143,0.0
7.086,0,-300.0,274.055,0.0
7.087,0,-300.0,273.966,0.0
7.087,0,-300.0,273.877,0.0
7.087,0,-300.0,273.788,0.0
7.088,0,-300.0,273.699,0.0
7.088,0,-300.0,273.61,0.0
7.088,0,-300.0,273.521,0.0
7.089,0,-300.0,273.432,0.0
7.089,0,-300.0,273.343,0.0
7.089,0,-300.0,273.255,0.0
7.089,0,-300.0,273.166,0.0
7.09,0,-300.0,273.077,0.0
7.09,0,-300.0,272.988,0.0
7.09,0,-300.0,272.899,0.0
7.091,0,-300.0,272.81,0.0
7.091,0,-300.0,272.721,0.0
7.091,0,-300.0,272.632,0.0
7.092,0,-300.0,272.543,0.0
7.092,0,-300.0,272.455,0.0
7.092,0,-300.0,272.366,0.0
7.092,0,-300.0,272.277,0.0
7.093,0,-300.0,272.188,0.0
7.093,0,-300.0,272.099,0.0
7.093,0,-300.0,272.01,0.0
7.094,0,-300.0,271.921,0.0
7.094,0,-300.0,271.832,0.0
7.094,0,-300.0,271.743,0.0
7.094,0,-300.0,271.655,0.0
7.095,0,-300.0,271.566,0.0
7.095,0,-300.0,271.477,0.0
7.095,0,-300.0,271.388,0.0
7.096,0,-300.0,271.299,0.0
7.096,0,-300.0,271.21,0.0
7.096,0,-300.0,271.121,0.0
7.097,0,-300.0,271.032,0.0
7.097,0,-300.0,270.943,0.0
7.097,0,-300.0,270.854,0.0
7.097,0,-300.0,270.766,0.0
7.098,0,-300.0,270.677,0.0
7.098,0,-300.0,270.588,0.0
7.098,0,-300.0,270.499,0.0
7.099,0,-300.0,270.41,0.0
7.099,0,-300.0,270.321,0.0
7.099,0,-300.0,270.232,0.0
7.1,0,-300.0,270.143,0.0
7.1,0,-300.0,270.054,0.0
7.1,0,-300.0,269.966,0.0
7.1,0,-300.0,269.877,0.0
7.101,0,-300.0,269.788,0.0
7.101,0,-300.0,269.699,0.0
7.101,0,-300.0,269.61,0.0
7.102,0,-300.0,269.521,0.0
7.102,0,-300.0,269.432,0.0
7.102,0,-300.0,269.343,0.0
7.102,0,-300.0,269.254,0.0
7.103,0,-300.0,269.166,0.0
7.103,0,-300.0,269.077,0.0
7.103,0,-300.0,268.988,0.0
7.104,0,-300.0,268.899,0.0
7.104,0,-300.0,268.81,0.0
7.104,0,-300.0,268.721,0.0
7.105,0,-300.0,268.632,0.0
7.105,0,-300.0,268.543,0.0
7.105,0,-300.0,268.454,0.0
7.105,0,-300.0,268.365,0.0
7.106,0,-300.0,268.277,0.0
7.106,0,-300.0,268.188,0.0
7.106,0,-300.0,268.099,0.0
7.107,0,-300.0,268.01,0.0
7.107,0,-300.0,267.921,0.0
7.107,0,-300.0,267.832,0.0
7.108,0,-300.0,267.743,0.0
7.108,0,-300.0,267.654,0.0
7.108,0,-300.0,267.565,0.0
7.108,0,-300.0,267.477,0.0
7.109,0,-300.0,267.388,0.0
7.109,0,-300.0,267.299,0.0
7.109,0,-300.0,267.21,0.0
7.11,0,-300.0,267.121,0.0
7.11,0,-300.0,267.032,0.0
7.11,0,-300.0,266.943,0.0
7.11,0,-300.0,266.854,0.0
7.111,0,-300.0,266.765,0.0
7.111,0,-300.0,266.677,0.0
7.111,0,-300.0,266.588,0.0
7.112,0,-300.0,266.499,0.0
7.112,0,-300.0,266.41,0.0
7.112,0,-300.0,266.321,0.0
7.113,0,-300.0,266.232,0.0
7.113,0,-300.0,266.143,0.0
7.113,0,-300.0,266.054,0.0
7.113,0,-300.0,265.965,0.0
7.114,0,-300.0,265.877,0.0
7.114,0,-300.0,265.788,0.0
7.114,0,-300.0,265.699,0.0
7.115,0,-300.0,265.61,0.0
7.115,0,-300.0,265.521,0.0
7.115,0,-300.0,265.432,0.0
7.116,0,-300.0,265.343,0.0
7.116,0,-300.0,265.254,0.0
7.116,0,-300.0,265.165,0.0
7.116,0,-300.0,265.076,0.0
7.117,0,-300.0,264.988,0.0
7.117,0,-300.0,264.899,0.0
7.117,0,-300.0,264.81,0.0
7.118,0,-300.0,264.721,0.0
7.118,0,-300.0,264.632,0.0
7.118,0,-300.0,264.543,0.0
7.118,0,-300.0,264.454,0.0
7.119,0,-300.0,264.365,0.0
7.119,0,-300.0,264.276,0.0
7.119,0,-300.0,264.188,0.0
7.12,0,-300.0,264.099,0.0
7.12,0,-300.0,264.01,0.0
7.12,0,-300.0,263.921,0.0
7.121,0,-300.0,263.832,0.0
7.121,0,-300.0,263.743,0.0
7.121,0,-300.0,263.654,0.0
7.121,0,-300.0,263.565,0.0
7.122,0,-300.0,263.476,0.0
7.122,0,-300.0,263.388,0.0
7.122,0,-300.0,263.299,0.0
7.123,0,-300.0,263.21,0.0
7.123,0,-300.0,263.121,0.0
7.123,0,-300.0,263.032,0.0
7.124,0,-300.0,262.943,0.0
7.124,0,-300.0,262.854,0.0
7.124,0,-300.0,262.765,0.0
7.124,0,-300.0,262.676,0.0
7.125,0,-300.0,262.588,0.0
7.125,0,-300.0,262.499,0.0
7.125,0,-300.0,262.41,0.0
7.126,0,-300.0,262.321,0.0
7.126,0,-300.0,262.232,0.0
7.126,0,-300.0,262.143,0.0
7.126,0,-300.0,262.054,0.0
7.127,0,-300.0,261.965,0.0
7.127,0,-300.0,261.876,0.0
7.127,0,-300.0,261.787,0.0
7.128,0,-300.0,261.699,0.0
7.128,0,-300.0,261.61,0.0
7.128,0,-300.0,261.521,0.0
7.129,0,-300.0,261.432,0.0
7.129,0,-300.0,261.343,0.0
7.129,0,-300.0,261.254,0.0
7.129,0,-300.0,261.165,0.0
7.13,0,-300.0,261.076,0.0
7.13,0,-300.0,260.987,0.0
7.13,0,-300.0,260.899,0.0
7.131,0,-300.0,260.81,0.0
7.131,0,-300.0,260.721,0.0
7.131,0,-300.0,260.632,0.0
7.132,0,-300.0,260.543,0.0
7.132,0,-300.0,260.454,0.0
7.132,0,-300.0,260.365,0.0
7.132,0,-300.0,260.276,0.0
7.133,0,-300.0,260.187,0.0
7.133,0,-300.0,260.099,0.0
7.133,0,-300.0,260.01,0.0
7.134,0,-300.0,259.921,0.0
7.134,0,-300.0,259.832,0.0
7.134,0,-300.0,259.743,0.0
7.134,0,-300.0,259.654,0.0
7.135,0,-300.0,259.565,0.0
7.135,0,-300.0,259.476,0.0
7.135,0,-300.0,259.387,0.0
7.136,0,-300.0,259.298,0.0
7.136,0,-300.0,259.21,0.0
7.136,0,-300.0,259.121,0.0
7.137,0,-300.0,259.032,0.0
7.137,0,-300.0,258.943,0.0
7.137,0,-300.0,258.854,0.0
7.137,0,-300.0,258.765,0.0
7.138,0,-300.0,258.676,0.0
7.138,0,-300.0,258.587,0.0
7.138,0,-300.0,258.498,0.0
7.139,0,-300.0,258.41,0.0
7.139,0,-300.0,258.321,0.0
